Status,url,Country,Date,treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=643C,Italy,"April 17, 2000",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=644C,Japan,"March 14, 2000",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=3979C,Kazakhstan,"December 8, 2010",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=645C,Kenya,"June 26, 1998",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1715C,Kyrgyzstan,"June 17, 2004",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=646C,Latvia,"January 5, 2000",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=647C,Lesotho,"February 12, 1999",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=3002C,Liberia,"December 11, 2009",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=648C,Liechtenstein,"March 17, 1998",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=649C,Lithuania,"November 15, 1997",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=650C,Luxembourg,"April 1, 1998",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2016C,Madagascar,"April 28, 2008",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=651C,Monaco,"September 27, 1996",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=652C,Mongolia,"June 16, 2001",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1956C,Montenegro,"June 3, 2006",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=653C,Morocco,"October 8, 1999",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=654C,Mozambique,"October 7, 1998",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1731C,Namibia,"June 30, 2004",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=655C,Netherlands,"April 1, 1998",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=656C,Norway,"March 29, 1996",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2002C,Oman,"October 16, 2007",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=657C,Poland,"March 4, 1997",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=658C,Portugal,"March 20, 1997",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1681C,Republic of Korea,"April 10, 2003",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=659C,Republic of Moldova,"December 1, 1997",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=660C,Romania,"July 28, 1998",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=661C,Russian Federation,"June 10, 1997",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1998C,San Marino,"September 12, 2007",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2034C,Sao Tome and Principe,"December 8, 2008",Madrid Protocol
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1678C,Senegal,,Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1388C,Serbia,"February 17, 1998",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=662C,Sierra Leone,"December 28, 1999",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1680C,Singapore,"October 31, 2000",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=663C,Slovakia,"September 13, 1997",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=664C,Slovenia,"March 12, 1998",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=665C,Spain,"December 1, 1995",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=3007C,Sudan,"February 16, 2010",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=666C,Swaziland,"December 14, 1998",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=667C,Sweden,"December 1, 1995",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=668C,Switzerland,"May 1, 1997",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1742C,Syrian Arab Republic,"August 5, 2004",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=8330C,Tajikistan,"June 30, 2011",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=669C,the former Yugoslav Republic of Macedonia,"August 30, 2002",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=670C,Turkey,"January 1, 1999",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=671C,Turkmenistan,"September 28, 1999",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=672C,Ukraine,"December 29, 2000",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=673C,United Kingdom,"December 1, 1995",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1683C,United States of America,"November 2, 2003",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1946C,Uzbekistan,"December 27, 2006",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1930C,Viet Nam,"July 11, 2006",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=674C,Zambia,"November 15, 2001",Madrid Protocol
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=452C,Albania,"October 4, 1995",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=453C,Algeria,"March 8, 2000",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2006C,Angola,"December 27, 2007",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=454C,Antigua and Barbuda,"March 17, 2000",PCT
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1717C,Argentina,,PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=455C,Armenia,"December 25, 1991",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=456C,Australia,"March 31, 1980",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=457C,Austria,"April 23, 1979",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=458C,Azerbaijan,"December 25, 1995",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1969C,Bahrain,"March 18, 2007",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=459C,Barbados,"March 12, 1985",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=460C,Belarus,"December 25, 1991",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=461C,Belgium,"December 14, 1981",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=462C,Belize,"June 17, 2000",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=463C,Benin,"February 26, 1987",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=464C,Bosnia and Herzegovina,"September 7, 1996",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1728C,Botswana,"October 30, 2003",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=465C,Brazil,"April 9, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=466C,Bulgaria,"May 21, 1984",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=467C,Burkina Faso,"March 21, 1989",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=468C,Cameroon,"January 24, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=469C,Canada,"January 2, 1990",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=470C,Central African Republic,"January 24, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=471C,Chad,"January 24, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2058C,Chile,"June 2, 2009",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=472C,China,"January 1, 1994",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=473C,Colombia,"February 28, 2001",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1817C,Comoros,"April 3, 2005",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=474C,Congo,"January 24, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=475C,Costa Rica,"August 3, 1999",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=480C,Côte d'Ivoire,"April 30, 1991",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=476C,Croatia,"July 1, 1998",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=477C,Cuba,"July 16, 1996",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=478C,Cyprus,"April 1, 1998",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=479C,Czech Republic,"January 1, 1993",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=481C,Democratic People's Republic of Korea,"July 8, 1980",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=482C,Denmark,"December 1, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=483C,Dominica,"August 7, 1999",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1988C,Dominican Republic,"May 28, 2007",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=484C,Ecuador,"May 7, 2001",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1718C,Egypt,"September 6, 2003",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1933C,El Salvador,"August 17, 2006",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=485C,Equatorial Guinea,"July 17, 2001",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=486C,Estonia,"August 24, 1994",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=487C,Finland,"October 1, 1980",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=488C,France,"February 25, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=489C,Gabon,"January 24, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=490C,Gambia,"December 9, 1997",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=491C,Georgia,"December 25, 1991",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=492C,Germany,"January 24, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=493C,Ghana,"February 26, 1997",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=494C,Greece,"October 9, 1990",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=495C,Grenada,"September 22, 1998",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1936C,Guatemala,"October 14, 2006",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=496C,Guinea,"May 27, 1991",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=497C,Guinea-Bissau,"December 12, 1997",PCT
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1719C,Holy See,,PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1878C,Honduras,"June 20, 2006",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=498C,Hungary,"June 27, 1980",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=499C,Iceland,"March 23, 1995",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=500C,India,"December 7, 1998",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=501C,Indonesia,"September 5, 1997",PCT
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1720C,Iran (Islamic Republic of),,PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=502C,Ireland,"August 1, 1992",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=503C,Israel,"June 1, 1996",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=504C,Italy,"March 28, 1985",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=505C,Japan,"October 1, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=506C,Kazakhstan,"December 25, 1991",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=507C,Kenya,"June 8, 1994",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=508C,Kyrgyzstan,"December 25, 1991",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1877C,Lao People's Democratic Republic,"June 14, 2006",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=509C,Latvia,"September 7, 1993",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=511C,Lesotho,"October 21, 1995",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=512C,Liberia,"August 27, 1994",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1833C,Libya,"September 15, 2005",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=513C,Liechtenstein,"March 19, 1980",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=514C,Lithuania,"July 5, 1994",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=515C,Luxembourg,"April 30, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=516C,Madagascar,"January 24, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=517C,Malawi,"January 24, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1932C,Malaysia,"August 16, 2006",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=518C,Mali,"October 19, 1984",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1950C,Malta,"March 1, 2007",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=519C,Mauritania,"April 13, 1983",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=520C,Mexico,"January 1, 1995",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=521C,Monaco,"June 22, 1979",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=522C,Mongolia,"May 27, 1991",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1966C,Montenegro,"June 3, 2006",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=523C,Morocco,"October 8, 1999",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=524C,Mozambique,"May 18, 2000",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1729C,Namibia,"January 1, 2004",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=525C,Netherlands,"July 10, 1979",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=526C,New Zealand,"December 1, 1992",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1726C,Nicaragua,"March 6, 2003",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=527C,Niger,"March 21, 1993",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1827C,Nigeria,"May 8, 2005",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=528C,Norway,"January 1, 1980",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=529C,Oman,"October 26, 2001",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1727C,Papua New Guinea,"June 14, 2003",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2059C,Peru,"June 6, 2009",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=530C,Philippines,"August 17, 2001",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=531C,Poland,"December 25, 1990",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=532C,Portugal,"November 24, 1992",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=8989C,Qatar,"August 3, 2011",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=533C,Republic of Korea,"August 10, 1984",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=534C,Republic of Moldova,"December 25, 1991",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=535C,Romania,"July 23, 1979",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=536C,Russian Federation,"March 29, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=9082C,Rwanda,"August 31, 2011",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1838C,Saint Kitts and Nevis,"October 27, 2005",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=537C,Saint Lucia,"August 30, 1996",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=538C,Saint Vincent and the Grenadines,"August 6, 2002",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1799C,San Marino,"December 14, 2004",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2018C,Sao Tome and Principe,"July 3, 2008",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=539C,Senegal,"January 24, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1386C,Serbia,"February 1, 1997",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1725C,Seychelles,"November 7, 2002",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=540C,Sierra Leone,"June 17, 1997",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=541C,Singapore,"February 23, 1995",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=542C,Slovakia,"January 1, 1993",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=543C,Slovenia,"March 1, 1994",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=544C,South Africa,"March 16, 1999",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=545C,Spain,"November 16, 1989",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=546C,Sri Lanka,"February 26, 1982",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=547C,Sudan,"April 16, 1984",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=548C,Swaziland,"September 20, 1994",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=549C,Sweden,"May 17, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=550C,Switzerland,"January 24, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1721C,Syrian Arab Republic,"June 26, 2003",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=551C,Tajikistan,"December 25, 1991",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=3003C,Thailand,"December 24, 2009",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=552C,the former Yugoslav Republic of Macedonia,"August 10, 1995",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=553C,Togo,"January 24, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=554C,Trinidad and Tobago,"March 10, 1994",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=555C,Tunisia,"December 10, 2001",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=556C,Turkey,"January 1, 1996",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=557C,Turkmenistan,"December 25, 1991",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=558C,Uganda,"February 9, 1995",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=559C,Ukraine,"December 25, 1991",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=560C,United Arab Emirates,"March 10, 1999",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=561C,United Kingdom,"January 24, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=562C,United Republic of Tanzania,"September 14, 1999",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=563C,United States of America,"January 24, 1978",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=564C,Uzbekistan,"December 25, 1991",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=565C,Viet Nam,"March 10, 1993",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=566C,Zambia,"November 15, 2001",PCT
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=567C,Zimbabwe,"June 11, 1997",PCT
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1400C,Algeria,,Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2055C,Argentina,"May 9, 2009",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1995C,Armenia,"July 13, 2007",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=863C,Austria,"September 26, 1990",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1411C,Azerbaijan,"October 14, 2003",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=864C,Belarus,"July 24, 1998",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1401C,Belgium,"June 23, 2004",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=865C,Bosnia and Herzegovina,"March 1, 1992",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=866C,Bulgaria,"February 27, 2001",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=867C,China,"September 19, 1996",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=868C,Croatia,"October 8, 1991",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=869C,Cuba,"October 9, 1998",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=870C,Czech Republic,"January 1, 1993",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=871C,Democratic People's Republic of Korea,"June 6, 1997",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=872C,Denmark,"April 27, 1971",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=873C,Estonia,"October 31, 1996",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=874C,Finland,"May 16, 1972",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=875C,France,"September 13, 1975",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=876C,Germany,"October 25, 1990",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=877C,Greece,"September 4, 1999",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=878C,Guinea,"November 5, 1996",Locarno Agreement
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1402C,Holy See,,Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=880C,Hungary,"January 1, 1974",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=881C,Iceland,"April 9, 1995",Locarno Agreement
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1403C,Iran (Islamic Republic of),,Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=882C,Ireland,"April 27, 1971",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=883C,Italy,"August 12, 1975",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1410C,Kazakhstan,"November 7, 2002",Locarno Agreement
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1404C,Kenya,,Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=884C,Kyrgyzstan,"December 10, 1998",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1821C,Latvia,"April 14, 2005",Locarno Agreement
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1405C,Liechtenstein,,Locarno Agreement
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1406C,Luxembourg,,Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=885C,Malawi,"October 24, 1995",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=886C,Mexico,"January 26, 2001",Locarno Agreement
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1407C,Monaco,,Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=887C,Mongolia,"June 16, 2001",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1959C,Montenegro,"June 3, 2006",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=888C,Netherlands,"March 30, 1977",Locarno Agreement
