Status,url,Country,Date,treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1091C,Belgium,"October 2, 1999",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2432C,Bolivia (Plurinational State of),"November 24, 1993",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=3230C,Bosnia and Herzegovina,"May 19, 2009",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1093C,Brazil,"September 29, 1965",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1094C,Bulgaria,"August 31, 1995",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1095C,Burkina Faso,"January 14, 1988",Rome Convention
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1699C,Cambodia,,Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1096C,Canada,"June 4, 1998",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1097C,Cape Verde,"July 3, 1997",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1098C,Chile,"September 5, 1974",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1099C,Colombia,"September 17, 1976",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1100C,Congo,"May 18, 1964",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1101C,Costa Rica,"September 9, 1971",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1102C,Croatia,"April 20, 2000",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=3231C,Cyprus,"June 17, 2009",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1103C,Czech Republic,"January 1, 1993",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1104C,Denmark,"September 23, 1965",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1105C,Dominica,"November 9, 1999",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1106C,Dominican Republic,"January 27, 1987",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1107C,Ecuador,"May 18, 1964",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1108C,El Salvador,"June 29, 1979",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1109C,Estonia,"April 28, 2000",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1110C,Fiji,"April 11, 1972",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1111C,Finland,"October 21, 1983",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1112C,France,"July 3, 1987",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1859C,Georgia,"August 14, 2004",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1113C,Germany,"October 21, 1966",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1114C,Greece,"January 6, 1993",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1115C,Guatemala,"January 14, 1977",Rome Convention
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1700C,Holy See,,Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1116C,Honduras,"February 16, 1990",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1117C,Hungary,"February 10, 1995",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1118C,Iceland,"June 15, 1994",Rome Convention
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1701C,India,,Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1119C,Ireland,"September 19, 1979",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1702C,Israel,"December 30, 2002",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1120C,Italy,"April 8, 1975",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1121C,Jamaica,"January 27, 1994",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1122C,Japan,"October 26, 1989",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1709C,Kyrgyzstan,"August 13, 2003",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1123C,Latvia,"August 20, 1999",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1124C,Lebanon,"August 12, 1997",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1125C,Lesotho,"January 26, 1990",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=3232C,Liberia,"December 16, 2005",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1126C,Liechtenstein,"October 12, 1999",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1127C,Lithuania,"July 22, 1999",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1128C,Luxembourg,"February 25, 1976",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1129C,Mexico,"May 18, 1964",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1130C,Monaco,"December 6, 1985",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1983C,Montenegro,"June 3, 2006",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1131C,Netherlands,"October 7, 1993",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1132C,Nicaragua,"August 10, 2000",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1133C,Niger,"May 18, 1964",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1134C,Nigeria,"October 29, 1993",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1135C,Norway,"July 10, 1978",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1136C,Panama,"September 2, 1983",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1137C,Paraguay,"February 26, 1970",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1138C,Peru,"August 7, 1985",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1139C,Philippines,"September 25, 1984",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1140C,Poland,"June 13, 1997",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1141C,Portugal,"July 17, 2002",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2054C,Republic of Korea,"March 18, 2009",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1142C,Republic of Moldova,"December 5, 1995",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1143C,Romania,"October 22, 1998",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1705C,Russian Federation,"May 26, 2003",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1144C,Saint Lucia,"August 17, 1996",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1703C,Serbia,"June 10, 2003",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1145C,Slovakia,"January 1, 1993",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1146C,Slovenia,"October 9, 1996",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1147C,Spain,"November 14, 1991",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1148C,Sweden,"May 18, 1964",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1149C,Switzerland,"September 24, 1993",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1869C,Syrian Arab Republic,"May 13, 2006",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2038C,Tajikistan,"May 19, 2008",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1150C,the former Yugoslav Republic of Macedonia,"March 2, 1998",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1708C,Togo,"June 10, 2003",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1722C,Turkey,"April 8, 2004",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1706C,Ukraine,"June 12, 2002",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1806C,United Arab Emirates,"January 14, 2005",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1151C,United Kingdom,"May 18, 1964",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1152C,Uruguay,"July 4, 1977",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2433C,Venezuela (Bolivarian Republic of),"January 30, 1996",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1985C,Viet Nam,"March 1, 2007",Rome Convention
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1991C,Australia,"March 16, 2009",Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1880C,Austria,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1881C,Belgium,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1882C,Bosnia and Herzegovina,,Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2014C,Bulgaria,"March 16, 2009",Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1883C,Burkina Faso,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1987C,Cameroon,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1884C,Central African Republic,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1973C,China,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1885C,Congo,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1886C,Costa Rica,,Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1887C,Croatia,"April 13, 2011",Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1888C,Czech Republic,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1889C,Democratic People's Republic of Korea,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1890C,Democratic Republic of the Congo,,Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1891C,Denmark,"March 16, 2009",Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1892C,Dominican Republic,,Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1893C,Estonia,"August 14, 2009",Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1974C,Finland,,Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1894C,France,"November 28, 2009",Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1895C,Ghana,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1896C,Guinea,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1897C,Haiti,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1975C,Hungary,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1976C,Iceland,,Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1898C,Italy,"September 21, 2010",Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1899C,Kenya,,Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1900C,Kyrgyzstan,"March 16, 2009",Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1901C,Latvia,"March 16, 2009",Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1977C,Lebanon,,Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=3008C,Liechtenstein,"March 3, 2010",Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1902C,Lithuania,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1903C,Luxembourg,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1904C,Madagascar,,Singapore Treaty on the Law of Trademarks
Ratification,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1942C,Mali,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1978C,Mauritania,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1905C,Mexico,,Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=7138C,Mongolia,"March 3, 2011",Singapore Treaty on the Law of Trademarks
Accession,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=3005C,Netherlands,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1979C,New Zealand,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1906C,Papua New Guinea,,Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2422C,Poland,"July 2, 2009",Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1907C,Portugal,,Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1908C,Republic of Moldova,"March 16, 2009",Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1909C,Romania,"March 16, 2009",Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1992C,Russian Federation,"December 18, 2009",Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1910C,Senegal,,Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=3838C,Serbia,"November 19, 2010",Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1927C,Singapore,"March 16, 2009",Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=3012C,Slovakia,"May 16, 2010",Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1911C,Spain,"May 18, 2009",Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=9437C,Sweden,"December 16, 2011",Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1912C,Switzerland,"March 16, 2009",Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1913C,Tajikistan,,Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1914C,the former Yugoslav Republic of Macedonia,"October 6, 2010",Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1915C,Togo,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1916C,Turkey,,Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1917C,Ukraine,"May 24, 2010",Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1918C,United Kingdom,,Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1919C,United States of America,"March 16, 2009",Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1920C,Uruguay,,Singapore Treaty on the Law of Trademarks
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1921C,Uzbekistan,,Singapore Treaty on the Law of Trademarks
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=425C,Australia,"January 21, 1998",Trademark Law Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1466C,Austria,,Trademark Law Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1968C,Bahrain,"March 18, 2007",Trademark Law Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1467C,Belarus,,Trademark Law Treaty
Ratification,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1468C,Belgium,,Trademark Law Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1469C,Bosnia and Herzegovina,"December 22, 2006",Trademark Law Treaty
Accession,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1497C,Burkina Faso,,Trademark Law Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=9022C,Chile,"August 5, 2011",Trademark Law Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1470C,China,,Trademark Law Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=10228C,Colombia,"April 13, 2012",Trademark Law Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1471C,Costa Rica,"October 17, 2008",Trademark Law Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1472C,Côte d'Ivoire,,Trademark Law Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1876C,Croatia,"July 4, 2006",Trademark Law Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1473C,Cuba,,Trademark Law Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=426C,Cyprus,"April 17, 1997",Trademark Law Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=427C,Czech Republic,"August 1, 1996",Trademark Law Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=428C,Denmark,"January 28, 1998",Trademark Law Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1474C,Dominican Republic,"December 13, 2011",Trademark Law Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=429C,Egypt,"October 7, 1999",Trademark Law Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2026C,El Salvador,"November 14, 2008",Trademark Law Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1498C,Estonia,"January 7, 2003",Trademark Law Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=4P,European Union,,Trademark Law Treaty
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1475C,Finland,,Trademark Law Treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1476C,France,"December 15, 2006",Trademark Law Treaty
